quote_id,speaker,confidence,method,paragraph,text
q01337,Adam,0.98,after-verb-name,1204,“Not matter?”
q01338,Adam,0.94,before-verb-name,1204,"“You seemed very frightened about it. I'll hold it till you're ready to take it,”"
q01339,,0.00,unresolved,1206,"“See,”"
q01340,,0.00,unresolved,1206,“they're taking their places to dance; let us go.”
q01341,,0.00,unresolved,1210,“I shall be in the wood the day after to-morrow at seven; come as early as you can.”
q01342,,0.00,unresolved,1211,“manners or no manners.”
q01343,,0.00,unresolved,1212,"“What! Going already, Mrs. Poyser?”"
q01344,,0.00,unresolved,1212,"“I thought we should not part with any of our guests till eleven. Mrs. Irwine and I, who are elderly people, think of sitting out the dance till then.”"
q01345,,0.00,unresolved,1213,"“Oh, Your Honour, it's all right and proper for gentlefolks to stay up by candlelight—they've got no cheese on their minds. We're late enough as it is, an' there's no lettin' the cows know as they mustn't want to be milked so early to-morrow mornin'. So, if you'll please t' excuse us, we'll take our leave.”"
q01346,,0.00,unresolved,1214,“Eh!”
q01347,,0.00,unresolved,1214,"“I'd sooner ha' brewin' day and washin' day together than one o' these pleasurin' days. There's no work so tirin' as danglin' about an' starin' an' not rightly knowin' what you're goin' to do next; and keepin' your face i' smilin' order like a grocer o' market-day for fear people shouldna think you civil enough. An' you've nothing to show for't when it's done, if it isn't a yallow face wi' eatin' things as disagree.”"
q01348,,0.00,unresolved,1215,"“Nay, nay,”"
q01349,,0.00,unresolved,1215,"“a bit o' pleasuring's good for thee sometimes. An' thee danc'st as well as any of 'em, for I'll back thee against all the wives i' the parish for a light foot an' ankle. An' it was a great honour for the young squire to ask thee first—I reckon it was because I sat at th' head o' the table an' made the speech. An' Hetty too—she never had such a partner before—a fine young gentleman in reg'mentals. It'll serve you to talk on, Hetty, when you're an old woman—how you danced wi' th' young squire the day he come o' age.”"
q01350,,0.00,unresolved,1220,“Ah!”
q01351,,0.00,unresolved,1220,"“she's only seventeen; she'll be thoughtful enough after a while. And her aunt allays says how clever she is at the work. She'll make a wife as Mother'll have no occasion to grumble at, after all.”"
q01352,,0.00,unresolved,1220,"“She's takin' too much likin' to them folks i' the housekeeper's room,”"
q01353,,0.00,unresolved,1220,"“For my part, I was never overfond o' gentlefolks's servants—they're mostly like the fine ladies' fat dogs, nayther good for barking nor butcher's meat, but on'y for show.”"
q01354,,0.00,unresolved,1220,"“Oh, do come in with me!”"
q01355,Seth,0.91,same-paragraph,1222,“make a good job”
q01356,Seth,0.98,after-verb-name,1222,“I did it!”
q01357,Seth,0.91,same-paragraph,1222,"“Why, th' lad's forgot his tools,”"
q01358,Seth,0.91,same-paragraph,1222,"“and he's got to work up at the shop to-morrow. There never was such a chap for wool-gathering; he'd leave his head behind him, if it was loose. However, it's lucky I've seen 'em; I'll carry 'em home.”"
q01359,Adam,0.91,same-paragraph,1229,"“Well, Adam,”"
q01360,Adam,0.96,before-name-verb,1229,"“you've been looking at the fine old beeches, eh? They're not to be come near by the hatchet, though; this is a sacred grove. I overtook pretty little Hetty Sorrel as I was coming to my den—the Hermitage, there. She ought not to come home this way so late. So I took care of her to the gate, and asked for a kiss for my pains. But I must get back now, for this road is confoundedly damp. Good-night, Adam. I shall see you to-morrow—to say good-bye, you know.”"
q01361,Adam,0.98,after-verb-name,1231,"“Stop a bit, sir,”"
q01362,Adam,0.91,same-paragraph,1231,“I've got a word to say to you.”
q01363,Adam,0.78,neighbor-continuation,1232,"“What do you mean, Adam?”"
q01364,Adam,0.98,after-verb-name,1233,"“I mean, sir”"
q01365,Adam,0.91,same-paragraph,1233,"“I mean, sir, that you don't deceive me by your light words. This is not the first time you've met Hetty Sorrel in this grove, and this is not the first time you've kissed her.”"
q01366,Adam,0.96,before-name-verb,1234,"“Well, sir, what then?”"
q01367,Adam,0.78,neighbor-continuation,1235,"“Why, then, instead of acting like th' upright, honourable man we've all believed you to be, you've been acting the part of a selfish light-minded scoundrel. You know as well as I do what it's to lead to when a gentleman like you kisses and makes love to a young woman like Hetty, and gives her presents as she's frightened for other folks to see. And I say it again, you're acting the part of a selfish light-minded scoundrel though it cuts me to th' heart to say so, and I'd rather ha' lost my right hand.”"
q01368,Adam,0.91,same-paragraph,1236,"“Let me tell you, Adam,”"
q01369,Adam,0.96,before-name-verb,1236,"“you're not only devilishly impertinent, but you're talking nonsense. Every pretty girl is not such a fool as you, to suppose that when a gentleman admires her beauty and pays her a little attention, he must mean something particular. Every man likes to flirt with a pretty girl, and every pretty girl likes to be flirted with. The wider the distance between them, the less harm there is, for then she's not likely to deceive herself.”"
q01370,Adam,0.98,after-verb-name,1237,"“I don't know what you mean by flirting,”"
q01371,Adam,0.94,before-verb-name,1237,"“but if you mean behaving to a woman as if you loved her, and yet not loving her all the while, I say that's not th' action of an honest man, and what isn't honest does come t' harm. I'm not a fool, and you're not a fool, and you know better than what you're saying. You know it couldn't be made public as you've behaved to Hetty as y' have done without her losing her character and bringing shame and trouble on her and her relations. What if you meant nothing by your kissing and your presents? Other folks won't believe as you've meant nothing; and don't tell me about her not deceiving herself. I tell you as you've filled her mind so with the thought of you as it'll mayhap poison her life, and she'll never love another man as 'ud make her a good husband.”"
q01372,Adam,0.91,same-paragraph,1239,"“Well, Adam,”"
q01373,Adam,0.96,before-name-verb,1239,"“you're perhaps right. Perhaps I've gone a little too far in taking notice of the pretty little thing and stealing a kiss now and then. You're such a grave, steady fellow, you don't understand the temptation to such trifling. I'm sure I wouldn't bring any trouble or annoyance on her and the good Poysers on any account if I could help it. But I think you look a little too seriously at it. You know I'm going away immediately, so I shan't make any more mistakes of the kind. But let us say good-night”"
q01374,Adam,0.91,same-paragraph,1239,“and talk no more about the matter. The whole thing will soon be forgotten.”
q01375,,0.00,unresolved,1240,"“No, by God!”"
q01376,,0.00,unresolved,1241,"“No, it'll not be soon forgot, as you've come in between her and me, when she might ha' loved me—it'll not soon be forgot as you've robbed me o' my happiness, while I thought you was my best friend, and a noble-minded man, as I was proud to work for. And you've been kissing her, and meaning nothing, have you? And I never kissed her i' my life—but I'd ha' worked hard for years for the right to kiss her. And you make light of it. You think little o' doing what may damage other folks, so as you get your bit o' trifling, as means nothing. I throw back your favours, for you're not the man I took you for. I'll never count you my friend any more. I'd rather you'd act as my enemy, and fight me where I stand—it's all th' amends you can make me.”"
q01377,,0.00,unresolved,1243,“What!”
q01378,,0.00,unresolved,1243,“won't you fight me like a man? You know I won't strike you while you stand so.”
q01379,Adam,0.91,same-paragraph,1244,"“Go away, Adam,”"
q01380,Adam,0.96,before-name-verb,1244,“I don't want to fight you.”
q01381,Adam,0.98,after-verb-name,1245,"“No,”"
q01382,Adam,0.94,before-verb-name,1245,"“you don't want to fight me—you think I'm a common man, as you can injure without answering for it.”"
q01383,,0.00,unresolved,1246,"“I never meant to injure you,”"
